Response (V)	Retention time (min)
-0.000117	0.2168391169549139
-0.000114	0.21852004034216127
-0.000115	0.22020096372940867
-0.000116	0.22188188711665607
-0.000118	0.22356281050390348
-0.000122	0.22524373389115085
-0.000122	0.22692465727839825
-0.000121	0.22860558066564565
-0.000123	0.23028650405289305
-0.000122	0.23196742744014043
-0.000124	0.23364835082738783
-0.000128	0.23532927421463523
-0.000128	0.23701019760188263
-0.000121	0.23869112098913
-0.000122	0.2403720443763774
-0.000123	0.2420529677636248
-0.000128	0.2437338911508722
-0.000127	0.24541481453811959
-0.000124	0.247095737925367
-0.00012	0.2487766613126144
-0.000118	0.2504575846998618
-0.000119	0.2521385080871092
-0.000125	0.2538194314743566
-0.000126	0.25550035486160394
-0.000125	0.25718127824885134
-0.00012	0.25886220163609874
-0.000118	0.26054312502334614
-0.000121	0.26222404841059355
-0.000124	0.26390497179784095
-0.000118	0.26558589518508835
-0.000119	0.26726681857233575
-0.000121	0.2689477419595831
-0.000119	0.2706286653468305
-0.000115	0.2723095887340779
-0.000114	0.2739905121213253
-0.000114	0.2756714355085727
-0.000119	0.2773523588958201
-0.000116	0.2790332822830675
-0.000116	0.28071420567031485
-0.000115	0.28239512905756226
-0.000118	0.28407605244480966
-0.000122	0.28575697583205706
-0.00012	0.28743789921930446
-0.000121	0.28911882260655186
-0.000122	0.29079974599379926
-0.000118	0.29248066938104667
-0.000117	0.294161592768294
-0.000123	0.2958425161555414
-0.000122	0.2975234395427888
-0.000122	0.2992043629300362
-0.000122	0.3008852863172836
-0.00012	0.302566209704531
-0.000122	0.3042471330917784
-0.000123	0.3059280564790258
-0.000121	0.30760897986627317
-0.000122	0.30928990325352057
-0.000122	0.31097082664076797
-0.000123	0.3126517500280154
-0.000121	0.3143326734152628
-0.000119	0.3160135968025102
-0.000114	0.3176945201897576
-0.000114	0.319375443577005
-0.000114	0.3210563669642523
-0.000113	0.32273729035149973
-0.000115	0.32441821373874713
-0.000116	0.32609913712599453
-0.000116	0.32778006051324193
-0.000116	0.32946098390048933
-0.000116	0.33114190728773674
-0.000116	0.3328228306749841
-0.000119	0.3345037540622315
-0.000112	0.3361846774494789
-0.000109	0.3378656008367263
-0.000112	0.3395465242239737
-0.000111	0.3412274476112211
-0.000115	0.3429083709984685
-0.000117	0.3445892943857159
-0.000112	0.34627021777296324
-0.000111	0.34795114116021064
-0.000116	0.34963206454745804
-0.000119	0.35131298793470545
-0.000116	0.35299391132195285
-0.000117	0.35467483470920025
-0.000111	0.35635575809644765
-0.000108	0.35803668148369505
-0.00011	0.3597176048709424
-0.000116	0.3613985282581898
-0.000113	0.3630794516454372
-0.000112	0.3647603750326846
-0.000115	0.366441298419932
-0.000114	0.3681222218071794
-0.000114	0.3698031451944268
-0.00011	0.3714840685816742
-0.000109	0.37316499196892156
-0.000112	0.37484591535616896
-0.000111	0.37652683874341636
-0.00011	0.37820776213066376
-0.000107	0.37988868551791116
-0.000111	0.38156960890515856
-0.000112	0.38325053229240597
-0.000108	0.3849314556796533
-0.000113	0.3866123790669007
-0.000115	0.3882933024541481
-0.000113	0.3899742258413955
-0.000111	0.3916551492286429
-0.000109	0.3933360726158903
-0.000108	0.3950169960031377
-0.000111	0.3966979193903851
-0.000111	0.39837884277763247
-0.00011	0.40005976616487987
-0.000116	0.4017406895521273
-0.000115	0.4034216129393747
-0.000114	0.4051025363266221
-0.000112	0.4067834597138695
-0.000111	0.4084643831011169
-0.000111	0.4101453064883643
-0.000113	0.4118262298756116
-0.000114	0.41350715326285903
-0.000109	0.41518807665010643
-0.000112	0.41686900003735383
-0.000114	0.41854992342460123
-0.000115	0.42023084681184864
-0.000109	0.42191177019909604
-0.000112	0.42359269358634344
-0.000113	0.4252736169735908
-0.000112	0.4269545403608382
-0.00011	0.4286354637480856
-0.00011	0.430316387135333
-0.000109	0.4319973105225804
-0.000109	0.4336782339098278
-0.000106	0.4353591572970752
-0.000106	0.43704008068432254
-0.000105	0.43872100407156994
-0.000107	0.44040192745881734
-0.000104	0.44208285084606475
-1e-04	0.44376377423331215
-0.000104	0.44544469762055955
-0.000109	0.44712562100780695
-0.000108	0.44880654439505435
-0.000105	0.4504874677823017
-0.000107	0.4521683911695491
-0.000106	0.4538493145567965
-9.9e-05	0.4555302379440439
-0.000102	0.4572111613312913
-1e-04	0.4588920847185387
-9.9e-05	0.4605730081057861
-9.8e-05	0.4622539314930335
-0.000102	0.46393485488028086
-9.9e-05	0.46561577826752826
-9.9e-05	0.46729670165477566
-0.000104	0.46897762504202306
-0.000103	0.47065854842927046
-9.8e-05	0.47233947181651786
-9.7e-05	0.47402039520376527
-9.5e-05	0.47570131859101267
-9.4e-05	0.47738224197826
-9.4e-05	0.4790631653655074
-9.6e-05	0.4807440887527548
-9.5e-05	0.4824250121400022
-9.8e-05	0.4841059355272496
-9.5e-05	0.485786858914497
-8.8e-05	0.4874677823017444
-8.9e-05	0.48914870568899177
-8.7e-05	0.49082962907623917
-8.3e-05	0.4925105524634866
-8.5e-05	0.494191475850734
-9e-05	0.4958723992379814
-9e-05	0.4975533226252288
-9.2e-05	0.4992342460124762
-9.5e-05	0.5009151693997236
-9.2e-05	0.5025960927869709
-8.7e-05	0.5042770161742184
-8.7e-05	0.5059579395614657
-8.8e-05	0.5076388629487132
-9.2e-05	0.5093197863359605
-9.4e-05	0.5110007097232079
-9e-05	0.5126816331104553
-8.6e-05	0.5143625564977027
-9.1e-05	0.5160434798849501
-9.1e-05	0.5177244032721975
-8.7e-05	0.5194053266594449
-8.4e-05	0.5210862500466923
-8e-05	0.5227671734339396
-7.4e-05	0.5244480968211871
-7.7e-05	0.5261290202084344
-8.1e-05	0.5278099435956819
-8e-05	0.5294908669829292
-7.7e-05	0.5311717903701767
-7.7e-05	0.532852713757424
-7.7e-05	0.5345336371446715
-8e-05	0.5362145605319188
-7.8e-05	0.5378954839191662
-7.4e-05	0.5395764073064137
-7.8e-05	0.541257330693661
-7.9e-05	0.5429382540809085
-8.3e-05	0.5446191774681558
-8.4e-05	0.5463001008554033
-8.7e-05	0.5479810242426506
-8.5e-05	0.549661947629898
-7.9e-05	0.5513428710171454
-8.2e-05	0.5530237944043928
-8.4e-05	0.5547047177916402
-8.5e-05	0.5563856411788876
-8.8e-05	0.558066564566135
-8.8e-05	0.5597474879533824
-8.6e-05	0.5614284113406297
-8.7e-05	0.5631093347278772
-8.5e-05	0.5647902581151245
-8.5e-05	0.566471181502372
-8.6e-05	0.5681521048896193
-8.5e-05	0.5698330282768668
-9.3e-05	0.5715139516641141
-9.5e-05	0.5731948750513616
-9.3e-05	0.5748757984386089
-8.6e-05	0.5765567218258563
-8.5e-05	0.5782376452131037
-8.5e-05	0.5799185686003511
-8.5e-05	0.5815994919875985
-8.6e-05	0.5832804153748459
-8.6e-05	0.5849613387620933
-8.3e-05	0.5866422621493407
-7.8e-05	0.588323185536588
-8.2e-05	0.5900041089238355
-8.1e-05	0.5916850323110828
-7.6e-05	0.5933659556983303
-7.6e-05	0.5950468790855776
-7.4e-05	0.5967278024728251
-7.1e-05	0.5984087258600724
-7.1e-05	0.6000896492473198
-7.3e-05	0.6017705726345672
-7.5e-05	0.6034514960218146
-7e-05	0.605132419409062
-6.9e-05	0.6068133427963094
-7.1e-05	0.6084942661835568
-7.1e-05	0.6101751895708042
-7.3e-05	0.6118561129580516
-7.1e-05	0.613537036345299
-6.9e-05	0.6152179597325463
-7.2e-05	0.6168988831197938
-7.5e-05	0.6185798065070411
-7.2e-05	0.6202607298942886
-7.3e-05	0.6219416532815359
-7.1e-05	0.6236225766687834
-7.6e-05	0.6253035000560307
-7e-05	0.6269844234432781
-6.9e-05	0.6286653468305256
-6.7e-05	0.6303462702177729
-6.5e-05	0.6320271936050204
-6.5e-05	0.6337081169922677
-5.9e-05	0.6353890403795152
-5.6e-05	0.6370699637667625
-5.7e-05	0.63875088715401
-5.5e-05	0.6404318105412573
-5e-05	0.6421127339285047
-4.2e-05	0.6437936573157521
-4.2e-05	0.6454745807029995
-4.7e-05	0.6471555040902469
-4.4e-05	0.6488364274774943
-4.1e-05	0.6505173508647417
-4.6e-05	0.6521982742519891
-4.5e-05	0.6538791976392364
-4.9e-05	0.6555601210264839
-4.8e-05	0.6572410444137312
-4.7e-05	0.6589219678009787
-4.9e-05	0.660602891188226
-5e-05	0.6622838145754735
-4.8e-05	0.6639647379627208
-4.7e-05	0.6656456613499682
-4.6e-05	0.6673265847372156
-4.3e-05	0.669007508124463
-4.7e-05	0.6706884315117104
-4.8e-05	0.6723693548989578
-4.7e-05	0.6740502782862052
-4.3e-05	0.6757312016734526
-3.8e-05	0.6774121250607
-3.8e-05	0.6790930484479474
-3.7e-05	0.6807739718351947
-3.8e-05	0.6824548952224422
-3.8e-05	0.6841358186096895
-3e-05	0.685816741996937
-2.7e-05	0.6874976653841843
-2.6e-05	0.6891785887714318
-2.8e-05	0.6908595121586791
-3.3e-05	0.6925404355459265
-3e-05	0.6942213589331739
-3e-05	0.6959022823204213
-3.2e-05	0.6975832057076687
-3.2e-05	0.6992641290949161
-3.1e-05	0.7009450524821635
-3.1e-05	0.7026259758694109
-2.9e-05	0.7043068992566582
-3.1e-05	0.7059878226439057
-3.8e-05	0.707668746031153
-3.9e-05	0.7093496694184005
-3.4e-05	0.7110305928056478
-3.3e-05	0.7127115161928953
-3.5e-05	0.7143924395801426
-2.9e-05	0.7160733629673901
-3.4e-05	0.7177542863546374
-3.8e-05	0.7194352097418848
-3.6e-05	0.7211161331291323
-3.6e-05	0.7227970565163796
-3.8e-05	0.7244779799036271
-3.4e-05	0.7261589032908744
-3.4e-05	0.7278398266781219
-3.4e-05	0.7295207500653692
-3.6e-05	0.7312016734526166
-3.6e-05	0.732882596839864
-4e-05	0.7345635202271114
-3.7e-05	0.7362444436143588
-3.5e-05	0.7379253670016062
-4.1e-05	0.7396062903888536
-4.3e-05	0.741287213776101
-4e-05	0.7429681371633484
-4e-05	0.7446490605505958
-4.3e-05	0.7463299839378431
-4.3e-05	0.7480109073250906
-4.1e-05	0.7496918307123379
-4.1e-05	0.7513727540995854
-4e-05	0.7530536774868327
-3.7e-05	0.7547346008740802
-3.3e-05	0.7564155242613275
-3.6e-05	0.7580964476485749
-3.7e-05	0.7597773710358223
-3.7e-05	0.7614582944230697
-3.3e-05	0.7631392178103171
-3.3e-05	0.7648201411975645
-3.6e-05	0.7665010645848119
-3.7e-05	0.7681819879720593
-3.7e-05	0.7698629113593066
-3.7e-05	0.7715438347465541
-3.9e-05	0.7732247581338014
-4.2e-05	0.7749056815210489
-4.1e-05	0.7765866049082962
-4.1e-05	0.7782675282955437
-3.6e-05	0.779948451682791
-3.8e-05	0.7816293750700385
-3.6e-05	0.7833102984572858
-3.6e-05	0.7849912218445332
-3.5e-05	0.7866721452317806
-4.1e-05	0.788353068619028
-4.1e-05	0.7900339920062754
-4.1e-05	0.7917149153935228
-4e-05	0.7933958387807702
-4.1e-05	0.7950767621680176
-4.1e-05	0.7967576855552649
-3.6e-05	0.7984386089425124
-3.3e-05	0.8001195323297597
-2.9e-05	0.8018004557170072
-2.8e-05	0.8034813791042545
-2.6e-05	0.805162302491502
-2.3e-05	0.8068432258787493
-2e-05	0.8085241492659967
-2.3e-05	0.8102050726532442
-2.4e-05	0.8118859960404915
-2.3e-05	0.813566919427739
-2.2e-05	0.8152478428149863
-1.7e-05	0.8169287662022338
-1.2e-05	0.8186096895894811
-1.6e-05	0.8202906129767286
-1.9e-05	0.8219715363639759
-2.4e-05	0.8236524597512233
-1.5e-05	0.8253333831384707
-1.8e-05	0.8270143065257181
-2e-05	0.8286952299129655
-2e-05	0.8303761533002129
-2.3e-05	0.8320570766874603
-2.3e-05	0.8337380000747077
-1.9e-05	0.835418923461955
-2.1e-05	0.8370998468492025
-1.9e-05	0.8387807702364498
-2e-05	0.8404616936236973
-1.6e-05	0.8421426170109446
-1.7e-05	0.8438235403981921
-1.5e-05	0.8455044637854394
-1.2e-05	0.8471853871726869
-1.6e-05	0.8488663105599342
-1.5e-05	0.8505472339471816
-9e-06	0.852228157334429
-1e-05	0.8539090807216764
-1e-05	0.8555900041089238
-1e-05	0.8572709274961712
-7e-06	0.8589518508834186
-6e-06	0.860632774270666
-8e-06	0.8623136976579133
-9e-06	0.8639946210451608
-8e-06	0.8656755444324081
-4e-06	0.8673564678196556
3e-06	0.8690373912069029
4e-06	0.8707183145941504
6e-06	0.8723992379813977
4e-06	0.8740801613686451
1e-06	0.8757610847558925
2e-06	0.8774420081431399
-2e-06	0.8791229315303873
-4e-06	0.8808038549176347
-4e-06	0.8824847783048821
-5e-06	0.8841657016921295
-9e-06	0.885846625079377
-1.2e-05	0.8875275484666243
-8e-06	0.8892084718538716
-6e-06	0.8908893952411191
-6e-06	0.8925703186283664
-8e-06	0.8942512420156139
-4e-06	0.8959321654028612
-1e-05	0.8976130887901087
-7e-06	0.899294012177356
0.0	0.9009749355646034
0.0	0.9026558589518509
-3e-06	0.9043367823390982
-4e-06	0.9060177057263457
-2e-06	0.907698629113593
-2e-06	0.9093795525008405
0.0	0.9110604758880878
2e-06	0.9127413992753353
-1e-06	0.9144223226625826
3e-06	0.91610324604983
5e-06	0.9177841694370774
1e-06	0.9194650928243248
-3e-06	0.9211460162115722
-2e-06	0.9228269395988196
-3e-06	0.924507862986067
-2e-06	0.9261887863733144
-3e-06	0.9278697097605617
-6e-06	0.9295506331478092
-1e-05	0.9312315565350565
-9e-06	0.932912479922304
-1e-05	0.9345934033095513
-1e-05	0.9362743266967988
-1.7e-05	0.9379552500840461
-1.5e-05	0.9396361734712935
-2e-05	0.9413170968585409
-2.1e-05	0.9429980202457883
-2.2e-05	0.9446789436330357
-1.9e-05	0.9463598670202831
-2e-05	0.9480407904075305
-1.9e-05	0.9497217137947779
-1.6e-05	0.9514026371820253
-1.7e-05	0.9530835605692727
-2.8e-05	0.95476448395652
-2.9e-05	0.9564454073437675
-2.5e-05	0.9581263307310148
-2.1e-05	0.9598072541182623
-2e-05	0.9614881775055096
-1.9e-05	0.9631691008927571
-1.4e-05	0.9648500242800044
-9e-06	0.9665309476672518
-1.3e-05	0.9682118710544992
-1.2e-05	0.9698927944417466
-8e-06	0.971573717828994
-8e-06	0.9732546412162414
-6e-06	0.9749355646034888
-3e-06	0.9766164879907362
-8e-06	0.9782974113779835
-7e-06	0.979978334765231
-1e-05	0.9816592581524783
-1.2e-05	0.9833401815397258
-1.2e-05	0.9850211049269731
-1e-05	0.9867020283142206
-1.6e-05	0.988382951701468
-1.7e-05	0.9900638750887154
-1.5e-05	0.9917447984759628
-1.2e-05	0.9934257218632101
-1.2e-05	0.9951066452504576
-2.1e-05	0.9967875686377049
-2.3e-05	0.9984684920249524
-1.7e-05	1.0001494154121997
-1.5e-05	1.0018303387994472
-1.7e-05	1.0035112621866946
-1.6e-05	1.0051921855739419
-1.3e-05	1.0068731089611893
-8e-06	1.0085540323484368
-8e-06	1.010234955735684
-4e-06	1.0119158791229315
1e-06	1.013596802510179
0.0	1.0152777258974264
3e-06	1.0169586492846736
1.1e-05	1.018639572671921
1.7e-05	1.0203204960591685
1.7e-05	1.0220014194464158
2.8e-05	1.0236823428336632
3.7e-05	1.0253632662209107
4.2e-05	1.0270441896081581
4.7e-05	1.0287251129954054
4.9e-05	1.0304060363826528
5.4e-05	1.0320869597699003
5.4e-05	1.0337678831571475
5.4e-05	1.035448806544395
5.8e-05	1.0371297299316424
6.4e-05	1.0388106533188899
6.8e-05	1.0404915767061371
7.3e-05	1.0421725000933846
6.7e-05	1.043853423480632
6.2e-05	1.0455343468678793
6.7e-05	1.0472152702551267
7.1e-05	1.0488961936423742
7.4e-05	1.0505771170296216
8e-05	1.0522580404168689
8.3e-05	1.0539389638041163
8.6e-05	1.0556198871913638
8.7e-05	1.057300810578611
8.8e-05	1.0589817339658585
8.8e-05	1.060662657353106
9.2e-05	1.0623435807403534
9.4e-05	1.0640245041276006
9.5e-05	1.065705427514848
9.9e-05	1.0673863509020955
0.000106	1.069067274289343
0.000106	1.0707481976765902
0.000102	1.0724291210638377
0.000108	1.0741100444510852
0.000105	1.0757909678383324
0.000104	1.0774718912255798
0.000105	1.0791528146128273
0.000107	1.0808337380000748
0.000103	1.082514661387322
0.000108	1.0841955847745695
0.000105	1.085876508161817
0.000102	1.0875574315490641
0.000102	1.0892383549363116
9.8e-05	1.090919278323559
9.7e-05	1.0926002017108065
9.9e-05	1.0942811250980538
9.1e-05	1.0959620484853012
8.6e-05	1.0976429718725487
8.9e-05	1.099323895259796
8.7e-05	1.1010048186470434
8.7e-05	1.1026857420342908
8.6e-05	1.1043666654215383
8.2e-05	1.1060475888087855
8.7e-05	1.107728512196033
9e-05	1.1094094355832804
9e-05	1.1110903589705277
8.5e-05	1.1127712823577751
8.2e-05	1.1144522057450226
8.7e-05	1.11613312913227
8.9e-05	1.1178140525195173
9.2e-05	1.1194949759067647
9.1e-05	1.1211758992940122
9.1e-05	1.1228568226812594
9.2e-05	1.1245377460685069
8.6e-05	1.1262186694557543
8.3e-05	1.1278995928430018
8.2e-05	1.129580516230249
8.2e-05	1.1312614396174965
8.2e-05	1.132942363004744
8.1e-05	1.1346232863919912
7.2e-05	1.1363042097792386
7e-05	1.137985133166486
6.7e-05	1.1396660565537335
6.9e-05	1.1413469799409808
6.3e-05	1.1430279033282282
6.5e-05	1.1447088267154757
6e-05	1.1463897501027231
5.4e-05	1.1480706734899704
4.9e-05	1.1497515968772178
4.6e-05	1.1514325202644653
4.5e-05	1.1531134436517125
4.3e-05	1.15479436703896
3.8e-05	1.1564752904262074
3.4e-05	1.158156213813455
3.3e-05	1.1598371372007021
3.2e-05	1.1615180605879496
2.8e-05	1.163198983975197
2.8e-05	1.1648799073624443
2.9e-05	1.1665608307496917
2.6e-05	1.1682417541369392
2.8e-05	1.1699226775241867
2.3e-05	1.171603600911434
2.5e-05	1.1732845242986814
2.6e-05	1.1749654476859288
3.2e-05	1.176646371073176
2.8e-05	1.1783272944604235
2.8e-05	1.180008217847671
3.5e-05	1.1816891412349184
3.7e-05	1.1833700646221657
4e-05	1.185050988009413
3.9e-05	1.1867319113966606
3.6e-05	1.1884128347839078
3.9e-05	1.1900937581711553
3.3e-05	1.1917746815584027
2.9e-05	1.1934556049456502
3.7e-05	1.1951365283328974
3.8e-05	1.1968174517201449
3.1e-05	1.1984983751073923
3.1e-05	1.2001792984946396
3.3e-05	1.201860221881887
3.5e-05	1.2035411452691345
3.4e-05	1.205222068656382
2.8e-05	1.2069029920436292
2.9e-05	1.2085839154308766
3.2e-05	1.210264838818124
3.5e-05	1.2119457622053715
3.4e-05	1.2136266855926188
3.5e-05	1.2153076089798662
4e-05	1.2169885323671137
3.8e-05	1.218669455754361
3.8e-05	1.2203503791416084
4.7e-05	1.2220313025288558
4.9e-05	1.2237122259161033
5.3e-05	1.2253931493033505
5.4e-05	1.227074072690598
5.4e-05	1.2287549960778454
5.4e-05	1.2304359194650927
5.1e-05	1.2321168428523401
5.9e-05	1.2337977662395876
6e-05	1.235478689626835
6.3e-05	1.2371596130140823
6e-05	1.2388405364013297
5.3e-05	1.2405214597885772
5.2e-05	1.2422023831758244
5.8e-05	1.2438833065630719
5.6e-05	1.2455642299503193
6e-05	1.2472451533375668
5.6e-05	1.248926076724814
6.2e-05	1.2506070001120615
5.8e-05	1.252287923499309
5.5e-05	1.2539688468865562
5.7e-05	1.2556497702738036
5.8e-05	1.257330693661051
5.9e-05	1.2590116170482986
5.8e-05	1.2606925404355458
5.9e-05	1.2623734638227933
6.2e-05	1.2640543872100407
6.1e-05	1.265735310597288
6.4e-05	1.2674162339845354
6.5e-05	1.2690971573717829
6.7e-05	1.2707780807590303
6.6e-05	1.2724590041462776
6.7e-05	1.274139927533525
7.1e-05	1.2758208509207725
6.8e-05	1.27750177430802
6.5e-05	1.2791826976952672
7e-05	1.2808636210825146
6.8e-05	1.282544544469762
6.8e-05	1.2842254678570093
6.7e-05	1.2859063912442568
6.9e-05	1.2875873146315042
7e-05	1.2892682380187517
7.3e-05	1.290949161405999
7.1e-05	1.2926300847932464
6.2e-05	1.2943110081804938
5.8e-05	1.295991931567741
6.3e-05	1.2976728549549885
6.1e-05	1.299353778342236
6.4e-05	1.3010347017294834
5.7e-05	1.3027156251167307
5.4e-05	1.3043965485039781
5.6e-05	1.3060774718912256
5.5e-05	1.3077583952784728
6e-05	1.3094393186657203
6.4e-05	1.3111202420529677
6.1e-05	1.3128011654402152
5.8e-05	1.3144820888274624
6.3e-05	1.3161630122147099
6.6e-05	1.3178439356019573
6.5e-05	1.3195248589892046
6.3e-05	1.321205782376452
5.8e-05	1.3228867057636995
5.7e-05	1.324567629150947
5.5e-05	1.3262485525381942
5.8e-05	1.3279294759254416
5.5e-05	1.329610399312689
5.1e-05	1.3312913226999363
5.6e-05	1.3329722460871838
5.9e-05	1.3346531694744312
5.5e-05	1.3363340928616787
5.5e-05	1.338015016248926
5.4e-05	1.3396959396361734
5.6e-05	1.3413768630234209
5.7e-05	1.3430577864106683
5.3e-05	1.3447387097979155
5.3e-05	1.346419633185163
5.9e-05	1.3481005565724105
6e-05	1.3497814799596577
6.4e-05	1.3514624033469052
6.4e-05	1.3531433267341526
6.3e-05	1.3548242501214
6.7e-05	1.3565051735086473
6.4e-05	1.3581860968958948
6.2e-05	1.3598670202831422
5.7e-05	1.3615479436703894
5.9e-05	1.363228867057637
5.7e-05	1.3649097904448844
5.8e-05	1.3665907138321318
6e-05	1.368271637219379
6.3e-05	1.3699525606066265
6.2e-05	1.371633483993874
6.4e-05	1.3733144073811212
6.6e-05	1.3749953307683687
6.1e-05	1.3766762541556161
5.3e-05	1.3783571775428636
6e-05	1.3800381009301108
6.2e-05	1.3817190243173583
5.9e-05	1.3833999477046057
6.2e-05	1.385080871091853
5.8e-05	1.3867617944791004
6e-05	1.3884427178663479
6.1e-05	1.3901236412535953
6.8e-05	1.3918045646408426
6.7e-05	1.39348548802809
7e-05	1.3951664114153375
7e-05	1.3968473348025847
7.2e-05	1.3985282581898322
6.9e-05	1.4002091815770796
7.3e-05	1.401890104964327
7.4e-05	1.4035710283515743
7.2e-05	1.4052519517388218
7.7e-05	1.4069328751260692
7.4e-05	1.4086137985133165
8e-05	1.410294721900564
8.4e-05	1.4119756452878114
8.4e-05	1.4136565686750588
7.8e-05	1.415337492062306
8e-05	1.4170184154495535
8.1e-05	1.418699338836801
7.7e-05	1.4203802622240485
8.4e-05	1.4220611856112957
8.4e-05	1.4237421089985431
8.1e-05	1.4254230323857906
7.7e-05	1.4271039557730378
8e-05	1.4287848791602853
7.9e-05	1.4304658025475327
8.2e-05	1.4321467259347802
8.6e-05	1.4338276493220274
8.5e-05	1.435508572709275
8.3e-05	1.4371894960965224
8.5e-05	1.4388704194837696
8.8e-05	1.440551342871017
8.6e-05	1.4422322662582645
9.3e-05	1.443913189645512
9.7e-05	1.4455941130327592
9.3e-05	1.4472750364200067
9.4e-05	1.4489559598072541
9.5e-05	1.4506368831945013
9.7e-05	1.4523178065817488
9.8e-05	1.4539987299689963
9.6e-05	1.4556796533562437
9.8e-05	1.457360576743491
9.7e-05	1.4590415001307384
0.000101	1.4607224235179859
9.5e-05	1.462403346905233
9.4e-05	1.4640842702924806
9.5e-05	1.465765193679728
9.5e-05	1.4674461170669755
9.5e-05	1.4691270404542227
9.3e-05	1.4708079638414702
9.3e-05	1.4724888872287176
8.7e-05	1.4741698106159649
9.1e-05	1.4758507340032123
9e-05	1.4775316573904598
8.9e-05	1.4792125807777072
8.9e-05	1.4808935041649545
9.3e-05	1.482574427552202
9e-05	1.4842553509394494
9.3e-05	1.4859362743266968
9.1e-05	1.487617197713944
8.9e-05	1.4892981211011915
8.5e-05	1.490979044488439
8.6e-05	1.4926599678756862
