m/z 198	m/z 192	m/z 184	m/z 178	m/z 170	m/z 156	m/z 142	m/z 205	m/z 259	m/z 253	m/z 231	m/z 218	m/z 217	m/z 191	m/z 177	m/z 219	m/z 206	Retention time (min)
274.848572	942.20813	6574.658691	1171.733276	44638.414063	5503.492188	77157.453125	656.595947	334.490723	510.763092	298.685791	387.104584	315.03598	1420.778687	819.532593	484.58313	1029.676636	9.428395568321706
335.047729	880.731079	3051.029785	1725.493408	8799.045898	6086.522461	18247.761719	689.533875	333.412506	449.653137	444.879059	378.077057	359.777802	1591.554565	908.811462	486.139496	1002.816833	9.452195322117358
366.904388	953.880981	1070.699585	986.237305	47444.601563	2766.834717	69136.640625	584.986023	264.568298	527.96521	329.084351	347.87558	469.437103	1567.012939	854.796875	418.649933	1264.051147	9.475995075913008
318.140533	759.611938	6325.949219	1159.912964	17765.53125	6061.413574	26972.580078	628.032227	434.950989	454.889038	521.939819	509.108398	428.348663	1529.184692	924.326111	411.015472	1238.469238	9.499794829708659
299.013428	931.166016	15711.143555	2250.837402	112120.84375	16904.623047	36433.589844	555.070801	300.659912	508.772552	498.86087	335.162415	409.81134	1705.293213	965.127869	397.188263	906.968384	9.523594583504309
312.095215	953.479614	5431.956055	4193.568848	50959.40625	14326.514648	33508.730469	676.157166	246.334061	457.436584	274.455383	217.262512	282.88443	1802.927368	1127.753174	469.314209	946.590576	9.54739433729996
290.920258	804.411133	6670.61377	2125.458496	66011.234375	33967.257813	16414.583984	674.90387	337.169342	435.852051	573.804688	334.998596	444.403931	1473.269653	974.851135	384.557007	1080.58667	9.57119409109561
251.576599	908.008728	16588.876953	2737.779541	30303.517578	96608.953125	41826.695313	617.24408	313.766296	524.025085	380.477661	412.604645	388.792023	1712.083984	1009.288086	491.324707	979.536682	9.59499384489126
497.050568	796.17865	5209.962891	2528.937988	39588.507813	17507.707031	18378.779297	608.069641	339.356445	503.611938	455.978485	393.452972	322.645844	1412.734619	890.683716	390.774353	1267.049316	9.61879359868691
668.653809	1061.590698	4037.226074	4939.017578	42743.601563	7606.014648	96638.148438	512.589783	360.736206	425.579926	516.570862	360.523224	413.341858	1559.427612	994.084717	514.629456	1237.322388	9.64259335248256
452.062958	745.383362	26108.330078	2715.842773	19406.294922	14527.811523	48988.300781	586.624329	373.088959	487.671326	323.135284	539.621643	501.236389	1673.993652	1265.10791	433.542053	933.917297	9.66639310627821
504.488403	1276.133667	56047.648438	2823.208496	62425.28125	15962.950195	115098.125	568.119812	278.411865	462.326904	335.096893	361.694611	408.115692	1570.7948	1105.17749	380.993713	1175.984619	9.69019286007386
275.135284	737.167297	29763.248047	2092.062012	18439.759766	17617.685547	42752.488281	681.833862	301.069489	375.742981	361.252258	232.596954	381.526184	1633.888184	949.908081	472.320496	1027.161865	9.713992613869511
365.348022	990.939209	24191.638672	4256.095215	10968.72168	12921.044922	47635.871094	576.442322	326.708832	448.032776	374.923859	274.086792	440.291809	1404.805298	1130.276245	520.035828	903.970276	9.737792367665161
284.285156	1099.820313	8939.152344	8744.703125	11268.259766	7734.480469	30818.763672	509.894806	240.657364	510.427246	307.376923	452.005646	472.558044	1638.786621	1236.830933	399.604767	933.263	9.761592121460813
403.16806	1026.662231	6063.69873	12733.091797	10045.075195	10479.010742	12140.34082	614.344299	289.37207	696.865234	361.530792	284.670166	320.933838	1586.96228	1567.193115	348.842194	889.635193	9.785391875256463
373.170868	1102.973999	15166.926758	42149.351563	11186.46582	16250.31543	50360.085938	712.953308	341.789337	442.470764	326.160004	302.249084	334.998596	1621.551758	2033.353638	609.028015	1074.533203	9.809191629052114
314.199921	832.794556	15333.022461	11459.341797	8526.736328	25796.988281	153685.90625	635.756836	353.626007	425.006531	408.033783	414.881866	414.382172	1679.834106	3622.712891	436.613861	956.200195	9.832991382847764
293.033661	1553.292236	15181.246094	8011.525391	13393.521484	21797.730469	40142.433594	577.44989	280.115692	483.591949	413.112518	271.645721	334.113922	1519.238159	1402.749268	349.849731	955.183411	9.856791136643414
386.146179	2841.287109	18694.824219	14881.134766	9355.008789	12182.158203	37938.535156	530.742126	269.319336	388.005646	314.388824	181.121719	421.254822	1585.066895	57721.644531	417.814423	1013.669556	9.880590890439064
649.338257	911.776794	20837.738281	3903.287354	6099.700684	19542.894531	42676.394531	488.867279	211.012421	369.276337	381.19339	334.326904	525.687927	1394.672485	45942.054688	525.204651	830.689392	9.904390644234715
1010.312073	853.947021	29367.292969	3612.350586	5759.394043	34411.003906	39078.285156	589.302979	284.203247	477.14682	406.813263	390.356598	331.869446	1110.333008	6505.633789	447.516693	1088.286743	9.928190398030365
1650.746216	769.857422	33169.390625	8225.4375	7809.654785	44957.640625	33198.085938	535.198242	256.819153	464.997314	474.859863	274.529114	322.809662	1394.262939	2851.526367	614.80304	935.401001	9.951990151826015
453.480103	755.802917	32191.648438	7920.436035	12618.804688	24230.253906	39145.605469	494.101624	259.145538	320.368622	374.596191	236.152054	406.477417	1417.321899	1962.063232	427.136322	986.515808	9.975789905621665
303.117371	1183.520752	30815.742188	3561.825684	19493.830078	17659.78125	47821.882813	416.282593	275.340088	347.769104	307.70459	262.086273	421.287598	1281.44165	1234.83728	360.449493	1094.872681	9.999589659417316
830.255188	1985.327026	38792.46875	11286.919922	16921.572266	30718.345703	39473.085938	629.457581	327.364136	374.055542	257.482666	321.230774	547.66571	1576.965576	1648.862183	548.943542	1106.660156	10.023389413212968
2973.309082	1055.012939	85762.242188	12861.009766	24501.53125	25625.259766	62797.835938	550.6474	288.675812	257.654663	388.546265	352.438232	475.777283	1978.462524	2938.184082	320.253937	1113.97522	10.047189167008618
3473.17749	960.958374	268162.5	34848.0625	74784.546875	56861.496094	130006.375	413.579407	324.071167	425.54718	407.640594	327.352875	298.841431	1568.929688	2520.685059	359.613983	1044.724487	10.070988920804268
2263.378418	1724.690674	566168.4375	40459.085938	148128.890625	96372.5625	226315.890625	625.435547	297.596313	495.133759	350.275696	313.43045	405.519012	1468.412109	6166.452637	618.653015	1209.27478	10.094788674599918
1152.041016	1155.243774	212552.5625	37546.023438	62429.542969	72251.28125	273819.0625	776.24884	329.690521	544.720337	426.210663	368.067566	479.905792	1598.38623	5196.631348	477.3992	884.032227	10.118588428395569
562.271057	1388.782837	56405.832031	30893.947266	26133.59375	34604.964844	67239.132813	582.086243	338.168701	438.07193	352.618469	313.242035	431.330353	1453.102295	5063.175781	405.027527	892.018921	10.142388182191219
592.038879	1286.078125	96073.328125	9103.563477	26703.605469	61070.984375	53990.433594	482.469727	141.13913	346.376556	372.703949	333.687958	362.087799	1420.016846	4315.760742	397.3685	744.171021	10.16618793598687
835.12915	1329.296265	84860.328125	11164.932617	33601.460938	61767.15625	63010.011719	598.100586	199.773712	620.012817	313.536926	347.294006	493.962372	1673.747803	4041.985352	378.298737	1048.557983	10.18998768978252
1397.859009	1281.564575	19224.742188	18872.619141	28166.652344	12966.269531	31903.175781	445.182129	208.120819	323.030853	308.671204	344.951233	358.622803	1269.932617	3525.496582	309.22821	931.829529	10.21378744357817
1837.952637	1309.423828	30395.919922	23956.9375	26638.617188	12427.672852	65174.183594	633.627014	268.426483	399.481903	399.571991	303.543335	301.380768	1586.420532	3606.035156	285.014221	910.613586	10.23758719737382
1343.451172	1274.462524	23613.460938	13231.871094	11181.450195	23178.525391	51153.25	672.954285	257.818512	432.90567	214.010498	199.577118	303.264801	1340.827881	2591.922119	441.799042	1083.216675	10.26138695116947
1660.174561	1233.357788	15659.185547	26535.009766	10646.78418	19357.224609	19347.472656	578.539368	227.698456	415.479828	259.022644	247.382568	431.57608	1407.361084	2633.412109	435.483429	852.609741	10.28518670496512
1022.460022	1805.049072	19902.673828	28447.320313	13326.029297	29805.011719	19563.167969	428.496094	232.32663	441.119171	288.07782	306.377563	349.685913	1506.682739	3658.624268	325.168823	954.798401	10.30898645876077
1851.64209	1369.983398	24730.392578	34383.316406	10643.979492	54129.332031	30231.853516	610.74823	364.44696	323.505951	255.42659	268.418274	340.175598	1348.169434	3582.869629	253.493408	1096.216064	10.332786212556421
4718.118164	1198.658691	24243.0	38862.019531	5924.419434	52188.59375	57160.484375	538.908997	260.898499	316.469482	367.256622	294.10675	360.531433	1312.323608	4254.762207	324.382446	865.851257	10.356585966352073
6551.083496	1759.004761	24635.960938	39830.5	6778.118652	60821.199219	54683.953125	470.002289	227.526428	388.570831	298.92334	313.700745	252.469467	1599.696899	5629.974609	326.757965	813.315247	10.380385720147723
4688.562988	2268.276855	14304.81543	31439.179688	7096.537598	44117.8125	93863.523438	492.561615	231.261749	319.189056	355.608337	260.898499	340.634338	1597.698242	7029.146484	366.093445	986.976563	10.404185473943373
4081.981201	5090.445313	11437.563477	26801.707031	5939.041016	25231.691406	121201.726563	637.001892	248.758728	353.503143	371.925751	236.897476	238.298218	1805.622437	5575.413086	477.653137	1122.903931	10.427985227739024
5345.625977	6112.200684	16652.130859	36356.867188	4258.731934	30870.798828	77837.804688	828.076294	194.269043	723.086121	339.176239	327.609894	469.576355	3152.025146	6229.28125	508.657867	1323.626221	10.451784981534674
10823.838867	5137.398926	25671.699219	128493.0625	9279.283203	51067.085938	85721.351563	963.464966	211.348267	1011.065674	292.468445	284.088562	376.799683	3048.953857	15562.905273	521.330078	1464.209961	10.475584735330324
10410.120117	3509.826172	24363.664063	143319.78125	19427.378906	24031.25	48972.503906	726.698608	273.10379	628.327148	336.41571	407.837189	529.857422	3145.231689	36340.613281	345.000397	1017.414063	10.499384489125974
8423.327148	2749.567139	34156.613281	116431.757813	21621.777344	24580.914063	45923.308594	648.371704	244.908737	408.533478	307.720978	270.416992	287.242279	1705.031128	34891.472656	368.944061	823.038513	10.523184242921625
7665.591309	2560.13916	27545.6875	69923.046875	10718.898438	30699.947266	70253.9375	505.364899	325.357239	418.502502	214.215286	294.336121	355.452698	1446.56543	20245.210938	330.943817	973.089966	10.546983996717275
12508.973633	3263.991699	29277.257813	73128.960938	11881.604492	30218.099609	136191.71875	532.814514	187.869446	393.141693	365.896851	233.170364	209.423264	1253.033691	15494.838867	469.30603	927.815674	10.570783750512925
14532.259766	3122.819824	35525.230469	59027.875	10281.186523	42188.691406	102529.117188	564.228821	296.465881	321.195953	389.291687	158.726227	456.904144	1670.872681	28773.117188	283.556122	819.601196	10.594583504308575
10833.646484	3219.438477	20649.826172	69827.882813	17811.642578	27855.162109	58625.917969	448.573395	265.731476	432.223206	337.709961	240.370667	340.789978	1517.028564	22771.251953	262.143616	876.687073	10.618383258104227
16557.380859	4080.40332	19777.695313	90522.96875	36457.761719	27936.160156	53768.886719	621.634705	266.427734	391.683594	352.495575	395.746582	334.515289	1580.610718	23126.705078	234.997055	1132.258545	10.642183011899878
131023.75	5313.908691	45915.761719	124009.046875	66507.1875	72792.078125	60659.320313	1066.759521	352.954315	799.123535	344.140289	306.361206	371.925751	2212.665039	25689.021484	480.749512	1315.403564	10.665982765695528
259372.515625	6236.113281	73323.601563	92192.5	37289.886719	126323.734375	49195.390625	778.820923	313.012665	513.900452	283.007294	275.118896	441.340332	2404.247314	26393.410156	403.462952	992.634827	10.689782519491178
498355.5	8920.297852	122192.164063	100967.4375	57182.316406	177803.421875	71385.632813	694.506104	273.881989	591.154236	379.765015	305.33725	412.948669	2062.220459	26336.501953	405.437103	1221.594727	10.713582273286828
95989.757813	3725.556885	53315.808594	104186.039063	32146.283203	116724.125	53331.46875	550.434387	418.690887	490.636627	391.290405	332.607208	457.330078	2408.637939	27767.900391	352.004089	951.14502	10.737382027082479
30343.912109	3202.252686	20053.242188	78964.632813	18996.072266	46806.28125	26025.173828	672.749512	329.510315	406.035065	283.408691	233.842056	372.941498	1497.156006	24930.658203	362.849609	954.052979	10.761181780878129
40769.472656	3994.94165	13513.083984	90585.898438	30957.306641	21012.175781	30787.136719	483.747589	220.137726	352.364532	393.829773	139.705612	326.610535	1620.904663	25119.5625	331.205933	1025.400757	10.78498153467378
19749.0	6234.843262	9820.248047	170839.28125	21270.558594	23344.248047	29503.744141	499.409698	256.278503	359.573029	351.012939	230.336105	334.916687	1939.421997	40380.484375	502.375031	983.206421	10.80878128846943
11494.0	8298.308594	10143.245117	134783.34375	14423.918945	18038.318359	23967.802734	541.989014	208.964554	373.957245	324.619995	263.773712	330.870087	2186.771729	52460.167969	469.134003	829.972595	10.83258104226508
10145.700195	8948.491211	12371.651367	110541.867188	11011.03125	11250.238281	31226.953125	497.255341	330.886475	513.261475	354.011017	387.44043	395.795715	2159.838135	63789.824219	246.235764	833.327026	10.85638079606073
14249.047852	18374.955078	11255.070313	124344.84375	8541.341797	11332.291992	52579.109375	521.280945	290.117493	403.897095	305.673096	184.889801	259.800842	2068.544189	76198.921875	425.24408	906.681702	10.88018054985638
9918.426758	32487.966797	10791.352539	198707.828125	11671.149414	17584.542969	87267.070313	405.731995	282.196838	472.099335	296.973755	188.461288	366.699615	3384.095215	186202.828125	323.35849	941.241516	10.90398030365203
11913.298828	31731.980469	6680.283203	151073.1875	19067.134766	19410.652344	112101.851563	393.77243	223.815689	360.064514	307.155762	246.669907	335.73584	3938.543457	413626.0625	308.450012	871.622192	10.92778005744768
17278.615234	29779.675781	7492.944336	122851.632813	27327.730469	18782.251953	101656.835938	512.884705	156.358887	327.921143	189.239471	247.480865	347.883789	3424.652832	243019.375	369.656738	1145.084351	10.951579811243333
17702.958984	20064.201172	11700.331055	133520.453125	27595.722656	18757.914063	80909.875	505.086395	268.352753	294.590057	286.349426	198.471268	384.024567	3586.166748	136626.453125	345.876862	873.997681	10.975379565038983
13742.584961	17295.564453	7019.988281	177969.0625	16775.71875	21546.792969	57052.253906	584.969666	216.54985	356.230896	353.568665	275.823364	389.627533	3429.848145	201603.15625	375.054901	1130.145142	10.999179318834633
16414.734375	24488.089844	7247.428711	152685.5625	17966.638672	32823.160156	73646.25	513.507202	320.057343	365.733002	321.859467	361.932159	280.639954	3439.186035	223835.421875	427.423004	1209.43042	11.022979072630283
23632.792969	34339.175781	10236.792969	144728.21875	26133.878906	38679.402344	88431.945313	438.571625	204.074234	416.913361	423.695892	253.657242	534.854187	4218.225098	148252.734375	458.108276	1069.765747	11.046778826425934
23910.271484	40551.628906	13920.342773	149266.734375	18196.244141	29715.962891	54477.375	429.945984	243.450653	314.888519	309.68692	310.899261	244.286194	4969.80127	153316.375	382.132355	1219.194702	11.070578580221584
26901.083984	26509.892578	16968.289063	121224.617188	20054.423828	32713.271484	52295.570313	513.015747	176.477158	326.127228	263.773712	211.200821	343.304749	4483.292969	179628.453125	345.565582	1544.740356	11.094378334017234
37803.347656	29312.523438	21124.123047	160916.328125	18658.109375	40846.738281	55493.824219	575.531067	197.447327	281.164215	205.835403	298.603851	270.195831	5056.20459	132055.421875	290.617188	1789.182129	11.118178087812884
62663.996094	39998.484375	23826.839844	196150.265625	26968.958984	50241.367188	84429.6875	593.857422	195.792648	223.791122	273.210297	294.811218	302.797913	5924.468262	126245.1875	342.575714	1583.748169	11.141977841608535
68394.195313	47823.210938	21445.669922	228840.125	40651.925781	40449.644531	65693.257813	574.943298	259.243835	338.725708	255.31192	292.869843	266.009979	7734.980957	120691.695313	345.156036	1104.57959	11.165777595404185
57864.324219	54273.761719	25948.154297	245615.859375	37405.457031	35877.261719	50921.980469	677.885559	198.389359	260.50531	317.214905	246.22757	326.020721	8913.243164	120609.554688	351.651855	1589.809814	11.189577349199835
58019.355469	59318.472656	24210.824219	203273.015625	39640.183594	40275.433594	60231.734375	805.562012	227.559189	400.686035	402.389862	370.074493	323.727112	10062.75293	157494.828125	458.681671	2241.331055	11.213377102995487
63983.714844	51959.660156	33003.699219	169030.484375	48117.0625	34502.324219	91347.554688	831.16449	230.327911	322.465637	311.52182	326.250092	309.736084	10049.695313	167012.296875	280.943054	2291.237793	11.237176856791137
93700.851563	42938.625	34923.875	216492.9375	75187.257813	32387.359375	108020.304688	739.108643	238.085236	331.779327	339.454742	142.859344	363.308319	11102.398438	183470.765625	297.219513	2290.918213	11.260976610586788
56109.214844	38733.960938	25341.195313	217049.046875	68438.539063	23638.392578	84705.164063	709.562012	239.739914	206.752853	301.249725	209.439651	319.287354	13190.792969	192813.96875	373.596832	1614.408813	11.284776364382438
15155.123047	34307.070313	12870.416016	213383.34375	13245.918945	22780.150391	50059.363281	525.802612	171.685135	332.672211	212.404968	214.49379	327.282227	9076.881836	128794.3125	345.696655	1614.96582	11.308576118178088
13504.683594	39566.089844	12763.205078	180311.421875	13129.109375	27296.970703	59163.3125	623.764465	217.033157	338.17688	410.720581	332.836029	261.977722	13581.483398	153299.140625	246.07193	1934.146729	11.332375871973738
13858.305664	51231.085938	16316.830078	231300.40625	10931.024414	26324.126953	47540.257813	659.069763	157.964417	340.495087	267.91861	319.483948	390.463074	10875.227539	203759.546875	286.275696	2093.692139	11.356175625769389
15584.078125	55178.894531	17792.443359	292652.9375	12668.510742	28447.365234	51028.308594	810.38269	317.436066	393.371063	254.992447	224.26622	313.733521	17077.060547	252494.265625	329.944458	2347.545898	11.379975379565039
13263.236328	62774.695313	14116.550781	281096.6875	21055.712891	23867.142578	67147.65625	735.676453	258.457428	432.174072	337.841034	278.395508	339.725067	39175.398438	266943.40625	344.787415	3851.992432	11.40377513336069
9927.970703	74816.742188	8132.98877	251933.390625	28467.728516	17701.533203	88619.9375	735.168579	186.07756	312.480225	285.145264	245.146301	305.501099	74388.890625	221908.359375	218.68782	4786.369141	11.42757488715634
12114.643555	83164.03125	7188.404785	209827.34375	37551.496094	14608.476563	115752.757813	905.305542	179.557144	301.511841	186.675537	213.240494	267.205933	68311.203125	220953.890625	182.243958	3744.159668	11.45137464095199
21772.925781	69811.96875	9867.03418	229821.984375	74300.789063	16105.546875	94728.484375	845.556885	205.212845	205.245621	294.360687	264.355316	259.505951	37180.78125	243659.953125	283.64624	3637.858887	11.47517439474764
15801.585938	68941.585938	9801.325195	250241.96875	65881.304688	16933.802734	77669.25	800.274414	139.074875	289.036224	191.139893	263.085632	297.727386	17511.146484	195386.203125	382.517334	4138.562988	11.49897414854329
11704.775391	63444.632813	8646.680664	218334.859375	43929.730469	17415.667969	69296.726563	1009.255371	295.622162	331.558167	310.284912	168.351212	232.554459	19026.873047	186264.515625	237.864075	6867.356445	11.52277390233894
7042.158691	76771.359375	8564.90625	232781.421875	27995.449219	14789.242188	76591.84375	960.303101	237.274292	353.75708	330.38678	244.294388	371.262268	24532.152344	179239.78125	233.375137	9571.772461	11.54657365613459
6544.727051	92476.0	5844.756836	293525.1875	20387.216797	18083.238281	97026.601563	1221.520996	232.441315	392.592865	256.032776	186.626389	313.848206	25903.412109	259683.78125	287.381531	7030.194824	11.570373409930243
8492.553711	112760.0	6741.101074	333979.28125	28875.238281	23103.179688	150830.59375	1046.698608	221.325485	188.887238	301.733002	266.68988	217.082306	26385.898438	444225.40625	420.861633	6578.15625	11.594173163725893
12712.662109	104497.804688	8374.817383	254230.921875	29743.982422	27967.816406	166980.8125	923.244873	253.042877	284.973236	301.020355	266.354034	233.948547	33218.113281	560339.4375	302.134399	7723.751465	11.617972917521543
16273.448242	81264.78125	9198.077148	224872.421875	40057.300781	31682.957031	166608.484375	1190.7948	147.389221	274.914124	293.131958	277.060272	317.272247	42684.511719	400451.125	239.535141	7696.669434	11.641772671317193
16816.617188	94609.546875	9467.022461	252462.421875	30065.382813	32398.875	191986.4375	1173.628052	180.900543	305.705872	253.198517	179.458847	259.161896	31151.167969	275479.78125	254.853195	8482.994141	11.665572425112844
17134.386719	106181.65625	11243.504883	330802.8125	19616.365234	21395.138672	147356.25	1270.235718	223.701004	329.780609	212.77359	180.728531	242.189178	26695.841797	339876.25	259.21106	10080.279297	11.689372178908494
14538.173828	108775.414063	14049.165039	477385.34375	20911.027344	21645.240234	107666.875	1163.271484	151.165497	316.985535	240.436203	193.154999	303.846405	33841.808594	560127.9375	214.207092	8885.973633	11.713171932704144
16794.789063	107479.554688	13703.421875	485599.78125	28526.982422	26884.039063	109894.1875	1149.976685	211.09433	296.203766	282.261871	215.222839	197.61116	35863.160156	681835.25	234.7677	8653.991211	11.736971686499794
14132.676758	91597.101563	10014.234375	325379.59375	28052.183594	31986.433594	133589.34375	1390.89624	171.324722	238.060669	187.07692	182.26033	413.669525	34383.886719	525256.25	330.853699	12244.708008	11.760771440295445
15369.109375	113097.179688	9272.017578	328413.40625	22924.320313	37910.480469	120095.210938	1670.364746	258.531158	334.081146	329.379242	275.7005	293.615265	37997.570313	281028.28125	313.381287	12811.706055	11.784571194091095
18644.90625	126484.265625	9834.866211	306925.0625	22122.226563	38916.457031	114697.5	1495.697998	175.100983	340.019958	350.333038	368.174072	304.509918	43391.933594	308864.21875	351.488037	9115.916992	11.808370947886747
13680.280273	126721.523438	9140.254883	280678.40625	24831.916016	31554.416016	152370.390625	1485.393066	234.456421	414.24292	320.884674	412.039429	262.397552	38429.214844	309985.5625	289.994629	8675.821289	11.832170701682397
11610.720703	137845.640625	11948.117188	303443.09375	26215.318359	25574.369141	197628.265625	2031.543335	196.144882	250.741074	239.658005	266.476898	373.867157	33520.949219	377606.71875	283.359528	11883.726563	11.855970455478047
9397.301758	130059.71875	18363.373047	321008.0	26330.130859	26138.013672	161818.625	2256.751465	256.466919	254.238831	297.678223	227.198776	346.081665	40855.050781	448370.8125	302.650452	12938.149414	11.879770209273698
9416.306641	125087.375	26043.689453	286228.125	33485.835938	20385.039063	129669.367188	2093.233398	230.680145	292.42749	316.928192	245.260971	376.349152	44126.105469	386921.1875	391.085632	14994.0625	11.903569963069348
14312.277344	136620.640625	38865.050781	286940.78125	49393.894531	16294.887695	116157.09375	2131.381104	320.040955	282.11441	365.66748	312.89798	372.261627	51413.699219	319960.59375	348.219635	15123.235352	11.927369716864998
20831.736328	169330.75	63807.335938	297824.625	42592.953125	25593.160156	143183.90625	2136.074707	218.835281	316.362976	233.498016	196.218613	312.316406	73371.53125	309549.90625	332.041473	14078.777344	11.951169470660648
27119.517578	157137.328125	62987.953125	309261.5625	41926.472656	30834.671875	130989.664063	2651.237061	303.109192	421.000885	299.496735	290.035583	447.434784	76077.78125	322907.625	343.288361	16387.587891	11.974969224456299
40975.84375	153009.046875	97650.09375	306461.875	51685.328125	46445.109375	133500.53125	3415.665283	230.393448	324.685516	262.18457	178.008957	377.471405	78875.492188	319562.75	380.379364	20290.482422	11.998768978251949
71121.398438	161286.578125	187710.8125	301219.21875	65316.589844	80886.726563	156457.359375	3626.268066	241.959808	311.169586	324.579041	312.717773	341.944977	110555.25	367113.15625	380.55957	24809.707031	12.0225687320476
45603.699219	147859.421875	170369.796875	311252.96875	63049.425781	99144.125	316775.03125	4004.615967	161.388458	374.399597	350.357605	449.875854	426.890564	116238.054688	458386.0625	448.38501	21028.216797	12.04636848584325
9273.929688	122446.898438	25496.945313	246788.59375	12932.49707	27116.996094	3512258.75	3759.494141	229.467804	223.422501	292.148987	458.042755	308.966095	112128.898438	422878.28125	342.133362	20059.089844	12.0701682396389
9407.544922	121402.484375	21601.974609	250251.328125	8189.280273	21759.558594	11890171.0	3590.515869	242.287476	480.372711	319.500305	400.071686	293.549713	122445.789063	357529.3125	392.920532	20445.785156	12.09396799343455
9265.400391	123511.507813	17877.814453	305856.5625	8526.040039	25291.150391	24075880.0	3936.143311	238.535767	303.068207	357.836426	327.757324	278.329956	105152.148438	410402.96875	288.921539	23604.910156	12.1177677472302
7281.771484	155472.28125	9577.268555	351405.78125	9900.053711	23606.917969	43176264.0	4890.467773	225.068985	344.394226	449.490845	348.006653	348.850372	86848.210938	438194.53125	338.537323	25403.011719	12.14156750102585
7560.404297	187560.953125	17580.873047	392933.28125	13278.366211	28713.080078	75042832.0	5241.020996	312.496613	538.474854	319.115326	427.021637	415.471649	100233.1875	405311.875	398.66275	32823.785156	12.165367254821502
7755.850098	182815.203125	23819.705078	441698.8125	14179.985352	30403.613281	43518308.0	6152.790039	154.270065	397.417633	372.0896	540.375244	545.355713	95876.4375	493580.125	460.303589	36049.996094	12.189167008617153
