m/z 198	m/z 192	m/z 184	m/z 178	m/z 170	m/z 156	m/z 142	m/z 205	m/z 259	m/z 253	m/z 231	m/z 218	m/z 217	m/z 191	m/z 177	m/z 219	m/z 206	Retention time (min)
397668.53125	76413.164063	170518.59375	245387.4375	111192.101563	172680.765625	272164.6875	148879.015625	4156.616699	8787.291016	81195.4375	80133.78125	142998.5	171613.390625	247825.796875	116826.882813	61760.484375	20.185884283955684
301085.09375	76812.875	118127.109375	214395.484375	91881.125	183867.734375	259840.546875	146861.90625	4454.860352	9977.610352	84938.765625	77621.328125	145051.734375	164988.0	246091.125	117446.757813	60668.429688	20.209684037751334
305531.34375	80017.085938	108697.703125	197399.34375	96555.632813	211217.546875	254779.453125	155537.640625	4949.543457	12369.5625	88076.375	74221.867188	142970.0625	164465.5625	239630.8125	122376.03125	66195.023438	20.233483791546984
379318.125	82060.695313	148337.84375	195604.890625	116773.710938	206203.25	282579.625	171196.953125	4856.873535	15516.768555	83557.898438	68574.429688	129965.359375	173211.125	237108.46875	123417.054688	70284.367188	20.257283545342634
493777.03125	80071.59375	198749.796875	183597.953125	131208.25	187718.859375	297753.8125	162160.796875	4930.481934	25439.90625	74709.992188	66298.398438	123867.234375	177642.046875	234318.546875	130087.179688	69422.921875	20.281083299138285
446316.03125	80062.632813	191184.109375	163001.8125	133849.984375	164066.8125	293253.8125	147217.765625	4553.300781	34575.5625	71379.703125	66157.882813	116865.914063	172259.234375	232224.671875	129406.804688	63592.574219	20.304883052933935
359989.34375	83706.164063	169498.671875	157337.65625	132469.65625	158225.9375	283931.28125	139417.125	4884.625977	39288.28125	69474.507813	65699.75	116175.625	169953.6875	234709.515625	127788.320313	59544.117188	20.328682806729585
339616.6875	83384.125	165628.203125	159060.453125	125998.609375	167052.15625	293631.5	137081.046875	4852.538086	28869.775391	74064.671875	64184.257813	115095.398438	167447.28125	235436.328125	131757.953125	56885.523438	20.352482560525235
419042.03125	80367.429688	199347.953125	165264.328125	124427.828125	185659.828125	301999.0625	133215.203125	4742.577637	14811.286133	79422.703125	64521.421875	120311.421875	169263.21875	230388.921875	126844.039063	59246.683594	20.376282314320886
519672.03125	79468.148438	283626.1875	181051.0625	136601.78125	207172.0	315315.21875	134509.59375	5045.506836	11102.291992	83839.632813	63234.246094	123844.46875	170383.078125	225762.640625	120592.078125	60485.367188	20.400082068116536
423401.3125	79688.265625	453517.6875	174079.71875	160394.671875	204211.453125	318121.5625	136335.625	5295.900391	9325.31543	86123.53125	65891.0625	130288.289063	171445.328125	219656.625	122205.554688	61180.136719	20.423881821912186
218713.859375	85110.375	549731.25	149099.515625	182188.75	185564.0	310521.3125	135970.703125	5874.991699	9411.505859	86883.617188	68637.304688	130264.304688	167329.71875	218453.640625	122677.476563	60443.65625	20.44768157570784
144939.171875	89325.710938	378553.21875	130629.9375	151585.453125	175583.953125	300412.65625	132281.78125	6435.698242	9219.210938	87974.25	68844.414063	129912.039063	173177.640625	215623.625	125030.492188	60589.226563	20.47148132950349
170966.3125	82834.109375	198311.625	119999.867188	109569.898438	187860.296875	284897.71875	132192.78125	7788.684082	9200.796875	85603.945313	63559.632813	121476.6875	181756.578125	208772.265625	123266.992188	60812.671875	20.49528108329914
234505.453125	78080.554688	158723.171875	121163.953125	111166.601563	225464.15625	274875.5625	137161.78125	6484.94873	8152.959473	82257.125	59274.621094	110049.242188	178207.453125	209252.09375	117722.859375	60128.0	20.51908083709479
273094.28125	82005.539063	275512.4375	138362.71875	143331.296875	221959.96875	277975.125	139502.046875	6495.79248	7278.257324	78917.890625	60356.488281	100175.484375	180405.765625	211252.34375	118653.148438	61300.597656	20.54288059089044
337721.8125	81858.78125	525728.875	150646.53125	185661.5625	198894.859375	298865.0	141589.390625	7277.290527	7165.804688	82704.804688	61739.347656	98773.4375	193263.328125	230620.203125	113915.828125	59744.855469	20.56668034468609
439290.5	77867.171875	649715.125	152642.25	207028.890625	206440.09375	338737.71875	142354.15625	10567.101563	6880.364746	90535.15625	61649.390625	107813.757813	203278.0625	223676.359375	115938.546875	59450.832031	20.59048009848174
378205.5	78183.15625	520001.625	145480.59375	180992.75	196551.375	347703.84375	139968.578125	13898.067383	7054.924805	94964.796875	70954.117188	121970.265625	187376.046875	208943.296875	124429.820313	61764.285156	20.61427985227739
251807.9375	75896.210938	367718.25	136124.5	153458.703125	173895.6875	324100.65625	137080.3125	12225.924805	7349.097168	85455.945313	73881.335938	126683.90625	173207.953125	202495.078125	126501.882813	58288.050781	20.638079606073042
238759.390625	74725.796875	347281.625	151474.40625	156480.5625	167628.671875	342432.78125	135461.578125	8839.879883	8733.493164	82033.28125	78895.234375	124662.03125	171002.078125	196937.359375	123649.609375	58450.554688	20.661879359868692
390581.65625	77114.929688	491867.78125	210119.546875	197702.59375	181728.1875	429392.15625	140713.53125	6983.290527	8921.960938	74800.21875	77004.328125	113744.78125	168549.09375	206350.734375	116850.210938	59935.609375	20.685679113664342
503533.96875	89611.632813	1238470.5	329989.8125	308325.0	193835.59375	524062.125	147702.453125	6570.177734	10236.953125	72271.851563	71026.726563	110164.335938	171804.59375	228090.765625	114141.117188	63563.753906	20.709478867459993
430753.125	101647.5	2626644.0	416363.5	483556.6875	222113.21875	528428.0625	153271.71875	5753.635254	9849.40625	75369.835938	63547.660156	103965.984375	183516.65625	260928.296875	111754.390625	61950.328125	20.733278621255643
388268.21875	97811.90625	3310232.5	384931.25	560637.375	231150.109375	462171.34375	150976.84375	5796.353027	10338.191406	79680.09375	62976.238281	101876.804688	191428.59375	261641.0625	124402.398438	66588.820313	20.757078375051293
508916.4375	87835.335938	2116604.5	288154.28125	416384.625	211458.59375	392026.625	154514.5	6009.643555	10129.250977	82817.390625	67742.0625	106086.007813	192440.859375	244085.96875	130403.109375	63597.421875	20.780878128846943
596735.3125	82285.773438	969343.25	235361.234375	276789.09375	192109.921875	351635.8125	148531.21875	5767.503418	11561.080078	84852.53125	70994.507813	114931.53125	182088.015625	219048.4375	127340.0	64245.78125	20.804677882642594
471956.0625	81455.421875	444146.28125	217693.859375	230588.890625	169595.453125	316486.5625	144862.53125	6532.824707	12408.168945	81886.023438	69693.617188	114910.335938	171140.40625	207011.546875	122291.40625	63680.777344	20.828477636438244
468869.21875	98732.8125	260570.015625	249734.390625	242975.125	152126.078125	281813.65625	146114.375	6697.154297	13275.838867	79796.085938	63318.222656	106340.742188	176258.078125	206255.109375	122522.523438	63878.085938	20.852277390233894
658056.8125	113000.015625	209800.96875	297789.71875	302616.8125	150097.96875	255688.5	142487.8125	6612.945801	16167.722656	76942.039063	60992.089844	107977.117188	196668.21875	212244.484375	127096.367188	62460.074219	20.876077144029544
676235.1875	97300.945313	179334.484375	268139.71875	313373.90625	153517.625	254410.515625	141695.921875	6131.705566	19141.189453	76657.015625	59115.4375	110947.796875	201416.28125	220124.328125	134740.515625	60245.519531	20.899876897825195
524905.625	83056.742188	166670.0	194175.59375	233970.265625	144145.59375	246312.765625	137996.078125	6326.669922	16518.0625	76052.445313	58736.796875	106086.460938	180846.09375	202744.5	130993.882813	60417.792969	20.923676651620845
459761.6875	76195.4375	161606.125	168403.015625	189301.671875	144542.21875	246627.359375	147407.5	6642.222168	12320.282227	81218.992188	62309.871094	102642.929688	168140.328125	196449.671875	130574.8125	64604.855469	20.947476405416495
499961.875	75706.460938	157454.0	167866.15625	198264.46875	145503.5625	249386.828125	153936.0625	5904.344238	11678.5625	88852.117188	76026.375	101635.851563	170898.296875	202938.640625	130230.59375	64641.058594	20.971276159212145
476187.4375	75498.632813	151519.390625	173235.09375	211683.984375	151962.875	251022.09375	150622.96875	6093.409668	17584.517578	95498.171875	99460.359375	106977.929688	175392.65625	198253.140625	125785.828125	64558.621094	20.995075913007796
367021.15625	73989.125	160119.984375	179042.609375	186914.734375	157619.765625	260548.015625	147951.328125	6711.322266	21962.181641	91645.460938	102806.28125	121186.203125	174205.34375	197359.765625	115879.859375	65465.734375	21.018875666803446
289923.90625	75671.15625	175657.4375	170949.375	151337.96875	185944.265625	290033.375	143624.859375	7212.619141	21963.626953	83399.890625	83286.703125	133098.875	169258.734375	195211.84375	116219.039063	62460.945313	21.042675420599096
263787.65625	72395.46875	173518.34375	147548.65625	125472.375	213415.359375	291779.9375	133493.46875	8426.726563	17958.328125	77261.539063	69012.125	137638.65625	169158.34375	193630.359375	121173.179688	56602.820313	21.066475174394746
312656.625	71016.75	192084.703125	144037.421875	119070.867188	265130.8125	293659.59375	129119.921875	8640.287109	13857.051758	76354.875	65993.34375	133357.421875	166627.53125	190352.703125	123987.976563	59279.960938	21.090274928190397
415937.375	72688.257813	320712.46875	151810.375	142456.8125	285147.9375	381356.78125	127860.726563	9256.993164	14046.644531	79399.601563	70367.671875	139817.609375	158161.46875	194802.515625	130255.507813	60587.652344	21.114074681986047
538253.5	77899.453125	693607.6875	175148.96875	240277.3125	278778.125	476543.65625	126658.492188	8002.970703	15647.938477	88166.671875	71481.570313	149704.828125	160314.40625	204297.734375	126943.171875	58714.679688	21.137874435781697
614188.25	79227.828125	1065075.625	207081.15625	358412.875	260946.28125	465589.59375	127405.515625	8214.706055	16342.509766	91039.539063	76229.78125	156774.375	154440.28125	201547.078125	128877.929688	60818.480469	21.161674189577347
627968.125	75762.984375	939766.0625	221773.453125	358215.15625	302880.78125	384581.5625	122469.5625	9208.056641	17603.400391	89525.882813	73907.84375	151256.953125	157882.375	215136.296875	114537.0625	58944.925781	21.185473943372997
655402.8125	73335.96875	626592.8125	213805.75	267487.375	466906.4375	335272.21875	125518.710938	9075.753906	19013.431641	85919.117188	67661.585938	123361.5	150244.84375	211745.375	117207.789063	59885.980469	21.209273697168648
638625.125	72925.21875	493645.625	196744.375	224410.0625	569527.375	320896.71875	129749.882813	10270.874023	19333.0625	87529.296875	64177.625	107301.710938	152945.765625	221484.625	125793.367188	61872.230469	21.233073450964298
560594.625	69890.71875	775177.875	189711.671875	281108.4375	451420.34375	305264.71875	131317.5	9095.282227	16852.683594	88131.085938	65785.28125	106155.828125	155578.40625	209553.359375	132015.25	58967.007813	21.25687320475995
522977.90625	69722.453125	1562625.375	217096.421875	406396.65625	319363.4375	314718.96875	129901.40625	8608.751953	15628.279297	84658.53125	65744.046875	110322.617188	156943.46875	208459.515625	141206.890625	59313.597656	21.2806729585556
499555.53125	74645.484375	2115549.25	244632.65625	488346.53125	251271.703125	341543.28125	136962.53125	9165.318359	14293.699219	80558.953125	68672.171875	107104.460938	162598.765625	214668.375	147262.75	63548.617188	21.30447271235125
470425.40625	78489.734375	1682525.375	226837.90625	414076.0	222826.6875	339014.71875	139828.109375	9545.875977	12018.549805	79382.851563	71954.414063	102459.84375	167615.1875	225299.015625	131600.859375	65442.78125	21.3282724661469
522991.78125	88397.03125	978398.8125	210576.953125	334770.03125	228321.484375	326758.09375	138705.25	10130.547852	10830.97168	81315.429688	73498.523438	98827.96875	172441.546875	224339.171875	115554.242188	64921.183594	21.352072219942553
566542.0	85790.632813	582204.625	190162.3125	312390.5	251506.15625	315930.3125	128843.921875	10523.115234	12315.750977	83381.976563	79107.570313	109637.296875	175024.578125	213066.421875	107375.570313	62055.375	21.375871973738203
558723.125	81431.398438	555757.625	166484.515625	283182.0625	336421.21875	320002.59375	125434.3125	10325.125977	12306.299805	84863.3125	78300.273438	122906.703125	170455.578125	208396.3125	106185.0	61132.035156	21.399671727533853
608039.375	75355.21875	1007107.625	159977.28125	300413.625	554124.0	336258.3125	128072.953125	11090.957031	12829.522461	85423.1875	69146.21875	121463.078125	158247.203125	205631.484375	107381.445313	62345.601563	21.423471481329504
755459.3125	74890.601563	1530095.625	174046.84375	376857.125	748102.8125	352871.25	132413.90625	11080.438477	9178.974609	81519.679688	60769.90625	113477.578125	152646.859375	207460.15625	106687.789063	63532.644531	21.447271235125154
873232.4375	70119.570313	1217726.5	180208.140625	402307.34375	754550.125	336988.75	129594.601563	11283.016602	9380.476563	80474.601563	61629.773438	122481.65625	149904.625	204532.828125	102615.3125	60370.582031	21.471070988920804
772662.4375	67738.390625	617574.5625	174238.265625	313483.625	649962.4375	305997.6875	132962.875	10115.300781	10533.124023	81594.273438	64232.546875	133612.203125	149100.546875	193790.546875	99738.617188	61150.105469	21.494870742716454
590236.625	71316.585938	304908.09375	174705.046875	201572.015625	640483.5625	276204.34375	128769.90625	10608.006836	10265.761719	81431.796875	62485.558594	125698.492188	150401.78125	189585.015625	100909.523438	60724.039063	21.518670496512105
425301.03125	80798.046875	198379.921875	204242.765625	136318.15625	577346.125	277255.25	131952.875	10393.511719	10319.236328	86003.234375	62198.40625	114396.242188	156639.125	191006.796875	106623.015625	60121.140625	21.542470250307755
362444.71875	86717.382813	177141.84375	234781.65625	113594.625	379849.9375	263153.53125	130747.929688	10676.711914	12685.401367	84264.648438	60383.902344	115007.015625	158892.84375	195733.4375	108310.578125	58008.941406	21.566270004103405
412799.21875	92497.6875	191008.890625	260013.6875	110574.710938	248464.359375	249246.515625	123580.007813	11149.073242	15260.59668	76957.84375	58987.078125	114957.429688	172540.203125	197501.4375	113281.6875	59475.363281	21.590069757899055
479909.28125	96016.46875	186420.484375	285336.21875	111395.476563	202924.9375	250506.796875	126440.507813	10411.874023	18775.337891	76470.851563	61059.472656	110042.03125	181861.96875	205638.8125	113795.1875	58382.019531	21.613869511694705
560599.5625	88500.460938	180171.5	287040.59375	138455.359375	205455.546875	272431.03125	128362.148438	10698.917969	16928.40625	78137.695313	65417.15625	105813.195313	185659.703125	216295.5	114630.304688	59512.53125	21.63766926549036
623388.625	78369.835938	168197.703125	244978.21875	191136.0625	221718.5	297650.625	130206.039063	11163.900391	13414.05957	80212.453125	65828.398438	105933.835938	175788.21875	214932.46875	110414.453125	61321.238281	21.66146901928601
627476.75	71080.039063	155421.453125	218092.5	258533.796875	222753.921875	297242.375	131432.59375	10845.759766	10387.373047	81781.820313	67214.828125	110937.132813	162890.609375	208566.90625	105160.492188	60257.117188	21.68526877308166
553745.4375	68924.585938	141124.703125	182826.59375	267125.65625	203826.640625	276013.71875	129849.273438	10819.391602	9489.396484	84246.195313	63096.78125	111832.078125	153363.109375	198899.359375	106543.664063	61866.054688	21.70906852687731
547380.3125	73184.078125	135160.078125	159771.890625	268961.78125	195755.390625	259079.96875	134665.953125	11195.929688	9485.417969	89014.507813	57670.480469	109444.46875	153658.15625	194185.109375	109525.851563	60367.425781	21.73286828067296
753047.0	69738.046875	150086.265625	143093.28125	353225.09375	243507.8125	262836.9375	138402.421875	11183.460938	10019.567383	91049.9375	52016.929688	102498.59375	149006.59375	187329.3125	114272.460938	62554.148438	21.75666803446861
783546.875	65816.289063	251739.546875	142932.03125	396516.125	298296.25	284035.15625	135964.015625	11409.415039	10592.667969	95106.460938	51611.121094	100017.3125	148625.46875	187588.921875	112336.085938	59197.183594	21.78046778826426
564747.75	71003.460938	463718.3125	158745.484375	361725.125	305778.4375	304031.71875	129778.476563	10812.547852	10225.87793	109547.289063	47714.421875	97950.4375	144274.03125	188058.984375	110938.351563	55894.722656	21.80426754205991
422550.375	72181.703125	567026.875	175126.734375	310570.0	256624.90625	290244.21875	130803.539063	11295.701172	10955.432617	112916.398438	50575.398438	95963.632813	146222.0625	192200.90625	119629.796875	56972.402344	21.82806729585556
413378.78125	69871.75	434762.21875	173251.890625	272685.0625	200766.046875	262646.90625	136091.375	10885.180664	12457.404297	102103.898438	53900.125	92385.015625	143129.875	192476.484375	127340.78125	57757.558594	21.85186704965121
469592.59375	74919.460938	280178.03125	177232.96875	243788.984375	168235.40625	236395.109375	137798.703125	11607.550781	14379.783203	98049.726563	59286.695313	89827.632813	142859.0	195549.203125	142638.09375	61489.5	21.87566680344686
446393.53125	83597.101563	213402.4375	172854.5625	196307.65625	159455.171875	232791.9375	131298.9375	12106.952148	13964.458984	95868.96875	58298.878906	85414.867188	145668.015625	200873.09375	169463.375	62363.328125	21.899466557242512
369057.9375	79174.359375	179022.484375	159090.8125	151809.828125	182727.390625	233609.359375	123965.695313	11058.615234	12680.314453	90983.164063	58344.277344	84299.820313	147856.171875	201359.859375	175318.296875	60209.714844	21.923266311038162
344268.21875	72055.820313	168175.234375	154863.46875	127741.328125	262483.9375	235245.109375	124578.210938	11223.167969	10433.897461	91663.1875	56855.558594	84792.304688	140626.1875	199204.25	153401.9375	63411.703125	21.947066064833813
344952.5625	65830.984375	196712.234375	160331.375	144134.140625	348413.0	243745.625	126202.296875	11707.125977	10888.109375	94574.554688	54768.199219	84715.046875	139636.328125	197805.8125	135272.3125	58368.792969	21.970865818629463
380874.40625	69291.265625	402078.53125	168607.53125	204865.3125	327870.28125	251986.515625	125289.382813	11772.62207	12632.165039	94033.320313	56085.003906	86437.851563	137513.0625	201622.421875	156224.875	54963.640625	21.994665572425113
388301.15625	71217.34375	796836.625	175431.828125	294047.28125	270237.4375	262652.59375	119034.890625	11700.756836	15535.475586	95838.15625	63245.859375	87153.882813	140515.90625	210046.59375	168666.46875	56937.898438	22.018465326220763
377767.5	71482.617188	1009522.5	171822.8125	327309.5	236298.890625	274345.625	124260.265625	12052.172852	17666.498047	101052.914063	76545.984375	90849.953125	143375.796875	215950.90625	151203.671875	58493.664063	22.042265080016413
475417.09375	75204.585938	811197.125	185859.421875	306180.53125	272695.6875	285185.25	122853.054688	13339.601563	19067.681641	105793.460938	82933.375	95909.398438	141610.90625	216532.21875	119921.679688	56421.253906	22.066064833812064
782887.0625	78648.421875	491983.3125	229649.5	329352.5625	395966.75	290083.03125	122559.679688	13396.495117	21173.244141	104665.726563	79032.40625	101410.828125	142545.46875	214191.578125	105557.9375	54446.050781	22.089864587607714
996388.1875	75530.117188	308118.375	332976.8125	389528.125	493772.78125	299836.4375	119028.5625	13246.853516	23379.167969	97681.984375	68728.179688	100197.117188	148078.328125	229303.125	95684.992188	53189.75	22.113664341403364
992013.75	74897.804688	279280.875	496162.1875	380121.03125	442475.40625	311064.84375	120969.992188	13828.066406	32580.480469	97532.40625	67011.648438	97764.6875	147756.796875	264053.09375	102600.75	57650.027344	22.137464095199014
777979.625	71423.554688	280446.375	555751.625	315470.5	341486.4375	317992.96875	122929.6875	13611.62793	46594.964844	101968.867188	75195.632813	108976.28125	156387.03125	331537.65625	102898.28125	59087.53125	22.161263848994665
661845.75	67942.054688	289549.4375	470158.65625	276289.59375	279488.375	335431.03125	120116.21875	13418.401367	60224.457031	96231.1875	84696.640625	110931.976563	147622.765625	330997.6875	103551.476563	59932.089844	22.185063602790315
590007.5625	70935.71875	322339.375	353775.96875	275555.65625	259344.65625	344472.46875	119094.5625	12674.851563	79725.890625	92641.195313	81251.84375	110905.398438	144927.828125	290501.3125	102296.53125	60085.605469	22.208863356585965
563741.8125	73403.546875	412048.125	284943.5	282397.59375	259001.25	364176.03125	121069.851563	13195.172852	95563.835938	91104.351563	69506.6875	105421.226563	142006.9375	248814.90625	100384.023438	62546.972656	22.232663110381615
587356.5	77404.632813	564902.5	259239.09375	301417.09375	262410.0625	376418.78125	124991.398438	13120.720703	106918.9375	92639.96875	63253.9375	109958.835938	144652.953125	227135.921875	103789.773438	63617.40625	22.256462864177266
602666.4375	78460.507813	608948.6875	254546.109375	300753.4375	251869.390625	363052.34375	126451.304688	14632.566406	102044.695313	92914.398438	61988.675781	115073.640625	146002.453125	225356.28125	98552.085938	62948.261719	22.280262617972916
527253.5625	80171.164063	468277.78125	280618.625	241826.453125	180757.875	268447.09375	124176.375	14581.069336	51463.214844	88057.40625	58977.003906	118213.445313	145799.890625	217125.4375	101463.875	63151.464844	22.304062371768566
435932.40625	82502.492188	335340.125	363594.15625	208601.9375	166536.9375	253506.84375	125086.007813	15115.598633	17591.955078	94147.210938	60298.019531	119505.539063	153713.359375	236903.59375	109199.148438	61614.492188	22.327862125564216
310165.375	79138.515625	207833.0	542869.1875	167945.5625	154253.046875	235447.375	123812.148438	14126.726563	17295.923828	104335.0	56592.941406	99085.4375	156541.328125	266075.65625	122931.53125	57679.914063	22.351661879359867
188285.734375	78272.523438	134711.109375	908546.1875	145594.96875	146849.328125	229592.84375	124504.945313	15744.466797	24963.039063	108085.4375	61127.429688	90774.171875	156910.15625	334345.5	125874.367188	57930.769531	22.375461633155517
152741.421875	80289.203125	125873.367188	1161923.625	145197.265625	144302.1875	229676.265625	122833.796875	15568.710938	29800.638672	100955.476563	65281.738281	85435.445313	160798.09375	446978.0	124975.28125	62140.691406	22.399261386951167
143154.515625	84081.554688	139308.328125	975907.5	153715.390625	158423.984375	245889.921875	132403.765625	15832.851563	33488.800781	102729.015625	70135.101563	90009.570313	172178.375	493376.09375	116885.71875	61028.414063	22.423061140746817
135709.96875	79253.367188	137262.25	561401.5625	153891.359375	153768.875	246949.28125	126730.226563	17026.621094	27953.787109	95182.078125	67498.445313	89278.15625	166682.734375	370271.59375	113542.796875	58350.074219	22.446860894542468
186135.078125	73861.023438	136717.53125	320004.375	175039.734375	150491.9375	250079.328125	125407.8125	16628.646484	21890.949219	86001.304688	69963.164063	90219.328125	154360.078125	279982.1875	112679.117188	56960.058594	22.470660648338118
283933.0	73824.289063	145186.8125	259430.375	184983.3125	163490.671875	248790.40625	122078.054688	16535.371094	20651.009766	86813.164063	72282.296875	90019.726563	146381.734375	255535.84375	111460.546875	54974.292969	22.494460402133768
350474.6875	74735.078125	170431.40625	250964.8125	144499.71875	190474.71875	231707.25	120070.601563	16363.40625	22221.865234	89503.09375	62975.484375	86916.882813	149476.609375	245636.578125	108094.960938	57119.234375	22.51826015592942
377545.5	73430.234375	193162.546875	261653.0625	134070.25	232430.078125	234662.4375	123311.273438	18062.261719	26773.789063	95984.484375	56082.984375	89033.726563	153845.328125	238546.046875	108704.5	56191.558594	22.542059909725072
431528.28125	76445.835938	281109.84375	295982.15625	183069.203125	223477.75	240719.0	115114.789063	17264.867188	32648.539063	100611.421875	54079.117188	86810.1875	152443.828125	229113.09375	116108.078125	56743.964844	22.565859663520722
460401.1875	87787.59375	537123.125	422522.6875	254350.390625	202190.78125	262162.875	118525.367188	17201.861328	40170.441406	108542.445313	54603.601563	92657.09375	151091.421875	241077.578125	146452.1875	57578.0	22.589659417316373
430695.40625	92248.914063	898819.0	749927.75	299440.4375	191509.09375	274003.6875	112422.125	16253.607422	30798.261719	110961.273438	59177.496094	94205.0625	156808.0	299067.5	182556.640625	58179.515625	22.613459171112023
420665.3125	89025.257813	1083494.875	1356579.75	314474.84375	178955.421875	268909.71875	109986.882813	16274.858398	17111.289063	100442.328125	70472.875	101350.046875	158318.53125	453150.625	187940.796875	60272.621094	22.637258924907673
428959.125	74264.429688	824563.25	1787123.875	267094.40625	164610.5	253710.9375	113084.140625	16839.919922	14499.550781	90823.257813	81144.46875	107854.257813	152716.625	685338.875	159159.140625	58994.417969	22.661058678703323
377643.375	71491.15625	406229.84375	1423712.25	201135.609375	170677.5625	236739.21875	116922.359375	18009.410156	18071.919922	88800.460938	83880.84375	105856.96875	145999.1875	758695.875	129689.226563	59576.964844	22.684858432498974
283838.75	72493.664063	187123.484375	734039.3125	166637.234375	173829.0625	234417.515625	124276.585938	18989.796875	19909.037109	96515.34375	80195.929688	103049.8125	143879.03125	528299.0	111735.179688	58979.730469	22.708658186294624
185180.921875	75420.046875	142278.484375	417246.53125	138424.515625	162926.84375	232208.828125	124244.109375	19332.554688	19757.365234	100371.078125	70753.265625	99935.59375	148321.34375	327318.1875	107142.0625	62684.902344	22.732457940090274
129364.226563	72861.5625	143714.515625	292631.78125	122320.476563	156169.953125	241628.421875	126238.75	21134.271484	17816.685547	99740.898438	65683.921875	96822.804688	156504.796875	252242.0625	99753.085938	56403.25	22.756257693885924
144047.78125	70118.0625	134702.4375	243257.59375	130979.289063	152595.0	240690.921875	120755.023438	22108.472656	12641.749023	94836.679688	63820.460938	94911.539063	146292.90625	211221.625	99216.273438	56589.472656	22.780057447681575
208156.0625	71886.539063	110702.398438	234741.328125	167334.59375	148604.15625	240737.828125	119664.742188	20446.193359	11273.027344	93580.734375	60580.765625	102048.742188	148050.84375	211602.09375	105087.03125	55386.808594	22.803857201477225
267958.78125	71494.3125	99894.289063	227024.03125	219507.625	149539.75	243373.5625	124451.023438	19236.386719	10748.498047	92418.6875	60956.203125	109841.351563	152513.171875	222962.375	110858.28125	59058.851563	22.82765695527288
262655.71875	70869.609375	94210.914063	220619.703125	241978.75	156271.4375	254541.640625	124564.078125	18740.443359	11301.426758	90180.710938	66896.148438	119997.710938	149687.59375	223496.8125	114107.007813	59048.253906	22.85145670906853
198452.765625	67772.992188	91117.71875	231206.203125	209559.734375	151337.671875	246341.703125	121164.773438	19207.71875	11242.571289	87905.726563	66153.929688	118155.945313	145424.015625	218798.953125	110165.109375	55843.140625	22.87525646286418
181742.984375	69372.851563	104471.3125	312865.375	181987.390625	152089.984375	244512.3125	119803.140625	20137.736328	10962.996094	83659.15625	63040.738281	108742.421875	141475.75	223739.453125	111210.5625	55796.796875	22.89905621665983
261323.1875	71551.890625	123209.59375	427433.0	177782.75	148514.375	231910.3125	120576.914063	22047.351563	12478.022461	92260.304688	65770.320313	101712.304688	146140.984375	271097.125	116895.132813	55386.699219	22.92285597045548
408180.5625	74210.085938	145759.859375	536085.8125	218847.015625	161198.578125	234304.40625	116501.851563	21263.792969	15818.97168	94852.570313	72552.078125	102842.15625	152817.34375	323109.03125	121584.585938	54486.757813	22.94665572425113
459750.75	82827.539063	169626.328125	609859.1875	237086.671875	177294.46875	232002.75	116948.648438	22257.820313	24420.492188	94136.21875	77426.679688	109748.726563	159967.015625	347802.78125	114958.179688	56959.46875	22.97045547804678
402483.28125	86047.171875	244982.984375	650013.0	216958.15625	208006.9375	249848.609375	118765.203125	20147.294922	31983.722656	93124.6875	72012.84375	114157.242188	170161.875	339454.1875	107099.867188	58244.933594	22.99425523184243
361582.5625	85467.53125	455452.90625	586892.5	226130.984375	220588.953125	266805.6875	119167.226563	20230.898438	25883.482422	91785.453125	61851.875	106510.625	173565.203125	334955.0	104431.429688	57979.726563	23.01805498563808
342574.875	77418.648438	700501.4375	421340.34375	256673.234375	190552.609375	270683.65625	117073.929688	20773.453125	15274.603516	94247.523438	58650.238281	100578.835938	168367.75	296253.3125	103925.578125	54397.746094	23.04185473943373
247718.75	73213.492188	724226.875	309477.5625	242572.859375	167820.1875	258936.703125	112980.335938	20004.392578	12458.99707	96952.835938	59666.78125	93948.921875	152840.625	255341.265625	101522.617188	53488.042969	23.06565449322938
146861.578125	73681.8125	507036.90625	287121.96875	212752.859375	151351.328125	243171.59375	116473.742188	18933.679688	13843.913086	93992.789063	57957.117188	89255.648438	144659.640625	223132.8125	98772.054688	52633.613281	23.08945424702503
103591.265625	80247.59375	479432.6875	343180.625	249353.5	156599.78125	260011.15625	118606.15625	18866.119141	20398.576172	87400.015625	55101.175781	86557.0625	144501.171875	222706.359375	101332.085938	54311.453125	23.11325400082068
105318.90625	82891.289063	875802.25	413085.53125	336101.5	167483.421875	286993.21875	110928.335938	19619.699219	26202.269531	93820.476563	62160.488281	84887.148438	151261.65625	244135.265625	106931.132813	53690.003906	23.137053754616332
133538.796875	80074.671875	1313030.875	390441.09375	377365.0	171566.28125	308245.96875	115187.945313	19648.859375	26507.566406	103020.429688	75552.5625	91092.421875	155080.984375	254955.6875	106375.90625	53875.105469	23.160853508411982
167724.234375	75788.828125	1281165.25	314573.6875	346127.625	185826.40625	328204.96875	114309.914063	19285.240234	23133.564453	104498.6875	86393.71875	91660.960938	145660.5625	239960.4375	109334.171875	56679.992188	23.184653262207632
149221.0	71887.203125	795126.4375	256636.5625	251017.546875	211057.703125	334079.6875	117810.328125	19340.324219	18294.841797	99201.507813	93444.359375	95828.46875	147509.296875	223466.28125	106626.375	54599.824219	23.208453016003283
